Suite,Paradigm,InstanceName,AbilityTested,GoalVisibleAtChoicePoint,RequiresOP?,LavaPresence,PlatformPresence,RampPresence,TimeUnderOcclusion,OccluderColour,RightLeftPosition,RowPosition,ColumnPosition,NumOtherPositionsAvailable,GoalSize,TransparentWallPresence,LightsOutPresence,GoodGoalBounce?,ForcedChoice?,DistanceToGoalManhattan,OccluderPresence,OccluderRedness,OccluderGreenness,OccluderBlueness,Agent1,Agent2,Agent3,Agent4,Agent5,Agent6,Agent7,Agent8,Agent9,Agent10,Agent11,Agent12,Agent13,Agent14,Agent15,Agent16,Agent17,Agent18,Agent19,Agent20,Agent21,Agent22,Agent23,Agent24,Agent25,Agent26,Agent27,Agent28,Agent29,Agent30
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G1FarLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,7,1.0,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G1FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Close,Outer,7,1.0,0,0,0,1,24,1,0.0,0.0,255.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G1FarRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,7,1.0,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,-1,Close,Inner,7,2.0,0,0,0,1,16,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,7,2.0,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,1,Close,Inner,7,2.0,0,0,0,1,16,1,0.0,0.0,255.0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,7,2.0,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Close,Outer,7,2.0,0,0,0,1,24,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2FarLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,7,2.0,0,0,0,1,40,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Close,Outer,7,2.0,0,0,0,1,24,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridCloseMid-G2FarRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,7,2.0,0,0,0,1,40,1,0.0,0.0,255.0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,7,0.5,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,7,0.5,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,7,0.5,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,7,0.5,0,0,0,1,48,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,7,0.5,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5FarLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,-1,Far,Outer,7,0.5,0,0,0,1,56,1,0.0,0.0,255.0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,7,0.5,0,0,0,1,40,1,0.0,0.0,255.0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G0.5FarRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,1,Far,Outer,7,0.5,0,0,0,1,56,1,0.0,0.0,255.0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,7,1.5,0,0,0,1,32,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,7,1.5,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,7,1.5,0,0,0,1,32,1,0.0,0.0,255.0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,7,1.5,0,0,0,1,48,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,7,1.5,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5FarLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,-1,Far,Outer,7,1.5,0,0,0,1,56,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,7,1.5,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1.5FarRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,1,Far,Outer,7,1.5,0,0,0,1,56,1,0.0,0.0,255.0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,7,1.0,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,7,1.0,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,7,1.0,0,0,0,1,32,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,7,1.0,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,7,1.0,0,0,0,1,40,1,0.0,0.0,255.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1FarLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,-1,Far,Outer,7,1.0,0,0,0,1,56,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,7,1.0,0,0,0,1,40,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G1FarRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,1,Far,Outer,7,1.0,0,0,0,1,56,1,0.0,0.0,255.0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,7,2.0,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,7,2.0,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,7,2.0,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,7,2.0,0,0,0,1,48,1,0.0,0.0,255.0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,7,2.0,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2FarLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,-1,Far,Outer,7,2.0,0,0,0,1,56,1,0.0,0.0,255.0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,7,2.0,0,0,0,1,40,1,0.0,0.0,255.0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0
AllocentricOP,8Cup,OP-STC-Allo-PCTB-8CupGridMidFar-G2FarRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,1,Far,Outer,7,2.0,0,0,0,1,56,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,-1,Close,Inner,11,0.5,0,0,0,1,16,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,11,0.5,0,0,0,1,48,1,0.0,0.0,255.0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5CloseLeftMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,11,0.5,0,0,0,1,32,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,1,Close,Inner,11,0.5,0,0,0,1,16,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,11,0.5,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5CloseRightMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,11,0.5,0,0,0,1,32,1,0.0,0.0,255.0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Close,Outer,11,0.5,0,0,0,1,24,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5FarLeft-G0.5Far-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,-1,Far,Outer,11,0.5,0,0,0,1,56,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5FarLeftMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,11,0.5,0,0,0,1,40,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Close,Outer,11,0.5,0,0,0,1,24,1,0.0,0.0,255.0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5FarRight-G0.5Far-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,1,Far,Outer,11,0.5,0,0,0,1,56,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G0.5FarRightMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,11,0.5,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,-1,Close,Inner,11,1.5,0,0,0,1,16,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,11,1.5,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5CloseLeftMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,11,1.5,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,1,Close,Inner,11,1.5,0,0,0,1,16,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,11,1.5,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5CloseRightMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,11,1.5,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Close,Outer,11,1.5,0,0,0,1,24,1,0.0,0.0,255.0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5FarLeft-G1.5Far-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,-1,Far,Outer,11,1.5,0,0,0,1,56,1,0.0,0.0,255.0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5FarLeftMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Mid,Outer,11,1.5,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5FarRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Close,Outer,11,1.5,0,0,0,1,24,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5FarRight-G1.5Far-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,4,Blue,1,Far,Outer,11,1.5,0,0,0,1,56,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1.5FarRightMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Mid,Outer,11,1.5,0,0,0,1,40,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1CloseLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,-1,Close,Inner,11,1.0,0,0,0,1,16,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1CloseLeftFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,-1,Far,Inner,11,1.0,0,0,0,1,48,1,0.0,0.0,255.0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1CloseLeftMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Mid,Inner,11,1.0,0,0,0,1,32,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1CloseRightClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,1,Blue,1,Close,Inner,11,1.0,0,0,0,1,16,1,0.0,0.0,255.0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1CloseRightFar-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,3,Blue,1,Far,Inner,11,1.0,0,0,0,1,48,1,0.0,0.0,255.0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1CloseRightMid-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,1,Mid,Inner,11,1.0,0,0,0,1,32,1,0.0,0.0,255.0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0
AllocentricOP,12Cup,OP-STC-Allo-PCTB-12CupGrid-G1FarLeftClose-NA-0-NA.yml,GridLikeTasks,0,1,0,1,1,2,Blue,-1,Close,Outer,11,1.0,0,0,0,1,24,1,0.0,0.0,255.0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
